,ID Place of Birth,Place of Birth,ID Age,Age,ID Year,Year,Birthplace,Birthplace Moe,Geography,ID Geography,Slug Geography
152,1,Born In Other State In The United States,9,65 to 74 Years,2016,2016,36,23.0,"Gardiner, MT",16000US3029950,gardiner-mt
153,1,Born In Other State In The United States,10,75 Years & Over,2016,2016,37,24.0,"Gardiner, MT",16000US3029950,gardiner-mt
154,2,Native; Born Outside The United States,0,Under 5 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
155,2,Native; Born Outside The United States,1,5 to 17 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
156,2,Native; Born Outside The United States,2,18 to 24 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
157,2,Native; Born Outside The United States,3,25 to 34 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
158,2,Native; Born Outside The United States,4,35 to 44 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
159,2,Native; Born Outside The United States,5,45 to 54 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
160,2,Native; Born Outside The United States,6,55 to 59 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
161,2,Native; Born Outside The United States,7,60 & 61 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
162,2,Native; Born Outside The United States,8,62 to 64 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
163,2,Native; Born Outside The United States,9,65 to 74 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
164,2,Native; Born Outside The United States,10,75 Years & Over,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
165,3,Foreign Born,0,Under 5 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
166,3,Foreign Born,1,5 to 17 Years,2016,2016,7,11.0,"Gardiner, MT",16000US3029950,gardiner-mt
167,3,Foreign Born,2,18 to 24 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
168,3,Foreign Born,3,25 to 34 Years,2016,2016,14,18.0,"Gardiner, MT",16000US3029950,gardiner-mt
169,3,Foreign Born,4,35 to 44 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
170,3,Foreign Born,5,45 to 54 Years,2016,2016,4,6.0,"Gardiner, MT",16000US3029950,gardiner-mt
171,3,Foreign Born,6,55 to 59 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
172,3,Foreign Born,7,60 & 61 Years,2016,2016,8,9.0,"Gardiner, MT",16000US3029950,gardiner-mt
173,3,Foreign Born,8,62 to 64 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
174,3,Foreign Born,9,65 to 74 Years,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
175,3,Foreign Born,10,75 Years & Over,2016,2016,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
176,0,Born In State of Residence,0,Under 5 Years,2015,2015,53,41.0,"Gardiner, MT",16000US3029950,gardiner-mt
177,0,Born In State of Residence,1,5 to 17 Years,2015,2015,136,83.0,"Gardiner, MT",16000US3029950,gardiner-mt
178,0,Born In State of Residence,2,18 to 24 Years,2015,2015,19,21.0,"Gardiner, MT",16000US3029950,gardiner-mt
179,0,Born In State of Residence,3,25 to 34 Years,2015,2015,28,26.0,"Gardiner, MT",16000US3029950,gardiner-mt
180,0,Born In State of Residence,4,35 to 44 Years,2015,2015,4,6.0,"Gardiner, MT",16000US3029950,gardiner-mt
181,0,Born In State of Residence,5,45 to 54 Years,2015,2015,71,39.0,"Gardiner, MT",16000US3029950,gardiner-mt
182,0,Born In State of Residence,6,55 to 59 Years,2015,2015,81,91.0,"Gardiner, MT",16000US3029950,gardiner-mt
183,0,Born In State of Residence,7,60 & 61 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
184,0,Born In State of Residence,8,62 to 64 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
185,0,Born In State of Residence,9,65 to 74 Years,2015,2015,3,5.0,"Gardiner, MT",16000US3029950,gardiner-mt
186,0,Born In State of Residence,10,75 Years & Over,2015,2015,7,7.0,"Gardiner, MT",16000US3029950,gardiner-mt
187,1,Born In Other State In The United States,0,Under 5 Years,2015,2015,1,4.0,"Gardiner, MT",16000US3029950,gardiner-mt
188,1,Born In Other State In The United States,1,5 to 17 Years,2015,2015,74,41.0,"Gardiner, MT",16000US3029950,gardiner-mt
189,1,Born In Other State In The United States,2,18 to 24 Years,2015,2015,65,51.0,"Gardiner, MT",16000US3029950,gardiner-mt
190,1,Born In Other State In The United States,3,25 to 34 Years,2015,2015,37,30.000000000000004,"Gardiner, MT",16000US3029950,gardiner-mt
191,1,Born In Other State In The United States,4,35 to 44 Years,2015,2015,138,80.0,"Gardiner, MT",16000US3029950,gardiner-mt
192,1,Born In Other State In The United States,5,45 to 54 Years,2015,2015,162,72.0,"Gardiner, MT",16000US3029950,gardiner-mt
193,1,Born In Other State In The United States,6,55 to 59 Years,2015,2015,44,28.999999999999996,"Gardiner, MT",16000US3029950,gardiner-mt
194,1,Born In Other State In The United States,7,60 & 61 Years,2015,2015,42,33.0,"Gardiner, MT",16000US3029950,gardiner-mt
195,1,Born In Other State In The United States,8,62 to 64 Years,2015,2015,23,19.0,"Gardiner, MT",16000US3029950,gardiner-mt
196,1,Born In Other State In The United States,9,65 to 74 Years,2015,2015,34,23.0,"Gardiner, MT",16000US3029950,gardiner-mt
197,1,Born In Other State In The United States,10,75 Years & Over,2015,2015,45,28.0,"Gardiner, MT",16000US3029950,gardiner-mt
198,2,Native; Born Outside The United States,0,Under 5 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
199,2,Native; Born Outside The United States,1,5 to 17 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
200,2,Native; Born Outside The United States,2,18 to 24 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
201,2,Native; Born Outside The United States,3,25 to 34 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
202,2,Native; Born Outside The United States,4,35 to 44 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
203,2,Native; Born Outside The United States,5,45 to 54 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
204,2,Native; Born Outside The United States,6,55 to 59 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
205,2,Native; Born Outside The United States,7,60 & 61 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
206,2,Native; Born Outside The United States,8,62 to 64 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
207,2,Native; Born Outside The United States,9,65 to 74 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
208,2,Native; Born Outside The United States,10,75 Years & Over,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
209,3,Foreign Born,0,Under 5 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
210,3,Foreign Born,1,5 to 17 Years,2015,2015,12,18.0,"Gardiner, MT",16000US3029950,gardiner-mt
211,3,Foreign Born,2,18 to 24 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
212,3,Foreign Born,3,25 to 34 Years,2015,2015,10,17.0,"Gardiner, MT",16000US3029950,gardiner-mt
213,3,Foreign Born,4,35 to 44 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
214,3,Foreign Born,5,45 to 54 Years,2015,2015,4,5.0,"Gardiner, MT",16000US3029950,gardiner-mt
215,3,Foreign Born,6,55 to 59 Years,2015,2015,6,8.0,"Gardiner, MT",16000US3029950,gardiner-mt
216,3,Foreign Born,7,60 & 61 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
217,3,Foreign Born,8,62 to 64 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
218,3,Foreign Born,9,65 to 74 Years,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
219,3,Foreign Born,10,75 Years & Over,2015,2015,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
220,0,Born In State of Residence,0,Under 5 Years,2014,2014,60,52.0,"Gardiner, MT",16000US3029950,gardiner-mt
221,0,Born In State of Residence,1,5 to 17 Years,2014,2014,180,79.0,"Gardiner, MT",16000US3029950,gardiner-mt
222,0,Born In State of Residence,2,18 to 24 Years,2014,2014,17,17.0,"Gardiner, MT",16000US3029950,gardiner-mt
223,0,Born In State of Residence,3,25 to 34 Years,2014,2014,27,24.0,"Gardiner, MT",16000US3029950,gardiner-mt
224,0,Born In State of Residence,4,35 to 44 Years,2014,2014,4,5.0,"Gardiner, MT",16000US3029950,gardiner-mt
225,0,Born In State of Residence,5,45 to 54 Years,2014,2014,94,50.0,"Gardiner, MT",16000US3029950,gardiner-mt
226,0,Born In State of Residence,6,55 to 59 Years,2014,2014,96,100.0,"Gardiner, MT",16000US3029950,gardiner-mt
227,0,Born In State of Residence,7,60 & 61 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
228,0,Born In State of Residence,8,62 to 64 Years,2014,2014,8,9.0,"Gardiner, MT",16000US3029950,gardiner-mt
229,0,Born In State of Residence,9,65 to 74 Years,2014,2014,4,5.0,"Gardiner, MT",16000US3029950,gardiner-mt
230,0,Born In State of Residence,10,75 Years & Over,2014,2014,3,4.0,"Gardiner, MT",16000US3029950,gardiner-mt
231,1,Born In Other State In The United States,0,Under 5 Years,2014,2014,2,4.0,"Gardiner, MT",16000US3029950,gardiner-mt
232,1,Born In Other State In The United States,1,5 to 17 Years,2014,2014,57,39.0,"Gardiner, MT",16000US3029950,gardiner-mt
233,1,Born In Other State In The United States,2,18 to 24 Years,2014,2014,59,59.0,"Gardiner, MT",16000US3029950,gardiner-mt
234,1,Born In Other State In The United States,3,25 to 34 Years,2014,2014,40,27.0,"Gardiner, MT",16000US3029950,gardiner-mt
235,1,Born In Other State In The United States,4,35 to 44 Years,2014,2014,154,92.0,"Gardiner, MT",16000US3029950,gardiner-mt
236,1,Born In Other State In The United States,5,45 to 54 Years,2014,2014,162,74.0,"Gardiner, MT",16000US3029950,gardiner-mt
237,1,Born In Other State In The United States,6,55 to 59 Years,2014,2014,42,26.0,"Gardiner, MT",16000US3029950,gardiner-mt
238,1,Born In Other State In The United States,7,60 & 61 Years,2014,2014,34,34.0,"Gardiner, MT",16000US3029950,gardiner-mt
239,1,Born In Other State In The United States,8,62 to 64 Years,2014,2014,39,28.0,"Gardiner, MT",16000US3029950,gardiner-mt
240,1,Born In Other State In The United States,9,65 to 74 Years,2014,2014,80,39.0,"Gardiner, MT",16000US3029950,gardiner-mt
241,1,Born In Other State In The United States,10,75 Years & Over,2014,2014,46,32.0,"Gardiner, MT",16000US3029950,gardiner-mt
242,2,Native; Born Outside The United States,0,Under 5 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
243,2,Native; Born Outside The United States,1,5 to 17 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
244,2,Native; Born Outside The United States,2,18 to 24 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
245,2,Native; Born Outside The United States,3,25 to 34 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
246,2,Native; Born Outside The United States,4,35 to 44 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
247,2,Native; Born Outside The United States,5,45 to 54 Years,2014,2014,4,5.0,"Gardiner, MT",16000US3029950,gardiner-mt
248,2,Native; Born Outside The United States,6,55 to 59 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
249,2,Native; Born Outside The United States,7,60 & 61 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
250,2,Native; Born Outside The United States,8,62 to 64 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
251,2,Native; Born Outside The United States,9,65 to 74 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
252,2,Native; Born Outside The United States,10,75 Years & Over,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
253,3,Foreign Born,0,Under 5 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
254,3,Foreign Born,1,5 to 17 Years,2014,2014,7,12.0,"Gardiner, MT",16000US3029950,gardiner-mt
255,3,Foreign Born,2,18 to 24 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
256,3,Foreign Born,3,25 to 34 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
257,3,Foreign Born,4,35 to 44 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
258,3,Foreign Born,5,45 to 54 Years,2014,2014,4,6.0,"Gardiner, MT",16000US3029950,gardiner-mt
259,3,Foreign Born,6,55 to 59 Years,2014,2014,6,8.0,"Gardiner, MT",16000US3029950,gardiner-mt
260,3,Foreign Born,7,60 & 61 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
261,3,Foreign Born,8,62 to 64 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
262,3,Foreign Born,9,65 to 74 Years,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
263,3,Foreign Born,10,75 Years & Over,2014,2014,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
264,0,Born In State of Residence,0,Under 5 Years,2013,2013,27,31.0,"Gardiner, MT",16000US3029950,gardiner-mt
265,0,Born In State of Residence,1,5 to 17 Years,2013,2013,159,75.0,"Gardiner, MT",16000US3029950,gardiner-mt
266,0,Born In State of Residence,2,18 to 24 Years,2013,2013,16,21.0,"Gardiner, MT",16000US3029950,gardiner-mt
267,0,Born In State of Residence,3,25 to 34 Years,2013,2013,28,28.0,"Gardiner, MT",16000US3029950,gardiner-mt
268,0,Born In State of Residence,4,35 to 44 Years,2013,2013,10,9.0,"Gardiner, MT",16000US3029950,gardiner-mt
269,0,Born In State of Residence,5,45 to 54 Years,2013,2013,76,45.0,"Gardiner, MT",16000US3029950,gardiner-mt
270,0,Born In State of Residence,6,55 to 59 Years,2013,2013,30,26.0,"Gardiner, MT",16000US3029950,gardiner-mt
271,0,Born In State of Residence,7,60 & 61 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
272,0,Born In State of Residence,8,62 to 64 Years,2013,2013,17,12.0,"Gardiner, MT",16000US3029950,gardiner-mt
273,0,Born In State of Residence,9,65 to 74 Years,2013,2013,9,9.0,"Gardiner, MT",16000US3029950,gardiner-mt
274,0,Born In State of Residence,10,75 Years & Over,2013,2013,3,5.0,"Gardiner, MT",16000US3029950,gardiner-mt
275,1,Born In Other State In The United States,0,Under 5 Years,2013,2013,2,5.0,"Gardiner, MT",16000US3029950,gardiner-mt
276,1,Born In Other State In The United States,1,5 to 17 Years,2013,2013,65,45.0,"Gardiner, MT",16000US3029950,gardiner-mt
277,1,Born In Other State In The United States,2,18 to 24 Years,2013,2013,38,41.0,"Gardiner, MT",16000US3029950,gardiner-mt
278,1,Born In Other State In The United States,3,25 to 34 Years,2013,2013,37,31.0,"Gardiner, MT",16000US3029950,gardiner-mt
279,1,Born In Other State In The United States,4,35 to 44 Years,2013,2013,164,82.0,"Gardiner, MT",16000US3029950,gardiner-mt
280,1,Born In Other State In The United States,5,45 to 54 Years,2013,2013,159,52.0,"Gardiner, MT",16000US3029950,gardiner-mt
281,1,Born In Other State In The United States,6,55 to 59 Years,2013,2013,41,28.999999999999996,"Gardiner, MT",16000US3029950,gardiner-mt
282,1,Born In Other State In The United States,7,60 & 61 Years,2013,2013,42,34.0,"Gardiner, MT",16000US3029950,gardiner-mt
283,1,Born In Other State In The United States,8,62 to 64 Years,2013,2013,37,28.0,"Gardiner, MT",16000US3029950,gardiner-mt
284,1,Born In Other State In The United States,9,65 to 74 Years,2013,2013,62,34.0,"Gardiner, MT",16000US3029950,gardiner-mt
285,1,Born In Other State In The United States,10,75 Years & Over,2013,2013,36,24.0,"Gardiner, MT",16000US3029950,gardiner-mt
286,2,Native; Born Outside The United States,0,Under 5 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
287,2,Native; Born Outside The United States,1,5 to 17 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
288,2,Native; Born Outside The United States,2,18 to 24 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
289,2,Native; Born Outside The United States,3,25 to 34 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
290,2,Native; Born Outside The United States,4,35 to 44 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
291,2,Native; Born Outside The United States,5,45 to 54 Years,2013,2013,6,8.0,"Gardiner, MT",16000US3029950,gardiner-mt
292,2,Native; Born Outside The United States,6,55 to 59 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
293,2,Native; Born Outside The United States,7,60 & 61 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
294,2,Native; Born Outside The United States,8,62 to 64 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
295,2,Native; Born Outside The United States,9,65 to 74 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
296,2,Native; Born Outside The United States,10,75 Years & Over,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
297,3,Foreign Born,0,Under 5 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
298,3,Foreign Born,1,5 to 17 Years,2013,2013,6,13.0,"Gardiner, MT",16000US3029950,gardiner-mt
299,3,Foreign Born,2,18 to 24 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
300,3,Foreign Born,3,25 to 34 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
301,3,Foreign Born,4,35 to 44 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
302,3,Foreign Born,5,45 to 54 Years,2013,2013,4,5.0,"Gardiner, MT",16000US3029950,gardiner-mt
303,3,Foreign Born,6,55 to 59 Years,2013,2013,7,9.0,"Gardiner, MT",16000US3029950,gardiner-mt
304,3,Foreign Born,7,60 & 61 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
305,3,Foreign Born,8,62 to 64 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
306,3,Foreign Born,9,65 to 74 Years,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
307,3,Foreign Born,10,75 Years & Over,2013,2013,0,10.0,"Gardiner, MT",16000US3029950,gardiner-mt
